C:\Users\000\OneDrive\Desktop\fire_predictor_project발생일시_년,발생일시_월,발생일시_일,발생일시_시간,발생일시_요일,진화종료시간_년,진화종료시간_월,진화종료시간_일,진화종료시간_시간,발생장소_관서,발생장소_시도,발생장소_시군구,발생장소_읍면,발생장소_동리,발생원인_구분,발생원인_세부원인,발생원인_기타,피해면적_합계,full_address,LAT,LON
2022,3,10,14:04,목,2022,3,10,15:46,충남,충남,공주,우성,내산,담,담뱃불실화,담뱃불실화,0.1,대한민국 충남 공주 우성,36.4634819,127.0543365
2022,3,10,2:05,목,2022,3,10,17:00,남부,경북,경주,외동,녹동,입,기타(직접입력),입산자실화,1.16,대한민국 경북 경주 외동,35.7169413,129.3259176
2022,3,9,17:40,수,2022,3,9,19:30,경기,경기,광주,초월,학동,기,기타(직접입력),미상,0.06,대한민국 경기 광주 초월,37.3733591,127.2999508
2022,3,9,14:50,수,2022,3,9,16:49,전북,전북,임실,강진,학석,기,작업장실화,용접불꽃(축사),0.3,대한민국 전북 임실 강진,35.54734,127.1415
2022,3,9,14:35,수,2022,3,9,16:14,전북,전북,장수,산서,오산,입,기타(직접입력),입산자실화추정,0.2,대한민국 전북 장수 산서,35.5831598,127.399175
2022,3,9,14:17,수,2022,3,9,16:12,경남,경남,창녕,고암,간상,,농산폐기물소각,농산폐기물소각,0.1,대한민국 경남 창녕 고암,35.57559,128.5153
2022,3,9,14:09,수,2022,3,9,18:55,경기,경기,가평,가평,개곡,입,기타(직접입력),입산자실화,1.3,대한민국 경기 가평 가평,37.8145038,127.5107764
2022,3,8,23:39,화,2022,3,9,10:00,경기,경기,수원 장안,장안,상광교,기,기타(직접입력),미상,2.15,대한민국 경기 수원 장안 장안,37.2927969,126.995589
2022,3,8,14:19,화,2022,3,8,17:35,강원,강원,홍천,북방,원소,쓰,쓰레기소각,생활쓰레기소각추정,1.1,대한민국 강원 홍천 북방,37.709649,127.861274
2022,3,7,15:04,월,2022,3,7,16:10,충남,충남,당진,대호지,적서,입,기타(직접입력),입산자실화,0.03,대한민국 충남 당진 대호지,36.90247,126.51549
2022,3,7,14:28,월,2022,3,7,15:10,경기,경기,고양,덕양,달산,쓰,쓰레기소각,생활쓰레기소각(낙엽),0.01,대한민국 경기 고양 덕양,37.6568755,126.831451
2022,3,6,17:54,일,2022,3,6,18:15,경남,경남,사천,사천,구암,,농산폐기물소각,농산폐기물소각,0.01,대한민국 경남 사천 사천,35.0933974,128.0903825
2022,3,6,15:45,일,2022,3,7,2:00,울산,울산,울주,언양,직동,입,기타(직접입력),입산자실화,11.0,대한민국 울산 울주 언양,35.563255,129.124937
2022,3,6,14:02,일,2022,3,6,16:40,경남,경남,산청,단성,길,기,기타(직접입력),드론추락의베터리폭발,0.5,대한민국 경남 산청 단성,35.297069,127.956132
2022,3,6,13:04,일,2022,3,6,15:20,충남,충남,부여,부여,현북,입,기타(직접입력),입산자실화,0.06,대한민국 충남 부여 부여,36.2753678,126.910107
2022,3,6,10:42,일,2022,3,6,12:00,경남,경남,함양,서하,운곡,입,기타(직접입력),입산자실화추정,0.03,대한민국 경남 함양 서하,35.63224,127.72244
2022,3,5,19:15,토,2022,3,13,11:00,대구,대구,달성,가창,오,기,기타(직접입력),산불비화추정,22.96,대한민국 대구 달성 가창,35.8012472,128.6225196
2022,3,5,16:24,토,2022,3,5,17:40,경남,경남,밀양,무안,모로,쓰,쓰레기소각,생활쓰레기소각추정,0.01,대한민국 경남 밀양 무안,35.46848,128.65934
2022,3,5,15:30,토,2022,3,5,17:50,충남,충남,당진,송산,명산,기,기타(직접입력),미상,5.0,대한민국 충남 당진 송산,36.813393,126.774422
2022,3,5,15:05,토,2022,3,5,15:56,충남,충남,청양,남양,신왕,기,작업장실화,산럽현장(용접)실화,0.02,대한민국 충남 청양 남양,36.400777,126.776892
2022,3,5,14:00,토,2022,3,5,15:49,경남,경남,거창,거창,양평,입,기타(직접입력),입산자실화추정,0.7,대한민국 경남 거창 거창,35.7059427,128.0578476
2022,3,5,13:46,토,2022,3,5,19:00,경북,경북,영주,풍기,산법,,논밭두렁소각,묵밭폐기물소각,3.86,대한민국 경북 영주 풍기,36.8740554,128.5234721
2022,3,4,21:54,금,2022,3,5,9:03,경남,경남,함양,마천,가흥,입,기타(직접입력),입산자실화,16.3,대한민국 경남 함양 마천,35.386066,127.659212
2022,3,4,18:05,금,2022,3,4,20:30,경기,경기,광주,초월,신월,,기타(직접입력),건축물실화,0.09,대한민국 경기 광주 초월,37.3733591,127.2999508
2022,3,4,17:14,금,2022,3,5,18:00,서울,서울,강남,강남,개포,,주택화재비화,주택화재비화,1.8,대한민국 서울 강남 강남,37.4979497,127.0275574
2022,3,4,16:05,금,2022,3,4,17:24,충남,충남,아산,염치,방현,기,기타(직접입력),아궁이불씨부주의,0.77,대한민국 충남 아산 염치,36.82003,126.98627
2022,3,4,15:46,금,2022,3,4,16:35,경북,경북,구미,옥성,옥관,담,담뱃불실화,담뱃불실화,0.01,대한민국 경북 구미 옥성,36.2968563,128.2781837
2022,3,4,12:45,금,2022,3,11,17:00,강원,강원,영월,김삿갓,외룡,기,기타(직접입력),화목보일러불씨,184.01,대한민국 강원 영월 김삿갓,37.0844417,128.6012452
2022,3,4,2:34,금,2022,3,4,9:00,경북,경북,성주,초전,소성,기,기타(직접입력),가로등누전(CCTV확인),6.54,대한민국 경북 성주 초전,35.976062,128.264466
2022,3,4,1:01,금,2022,3,4,1:50,인천,인천,강화,길상,온수,기,기타(직접입력),미상,0.01,대한민국 인천 강화 길상,37.63804,126.490488
2022,3,3,18:01,목,2022,3,3,19:00,경북,경북,성주,선남,명포,,주택화재비화,공장화재비화,0.2,대한민국 경북 성주 선남,35.89751,128.34962
2022,3,3,16:54,목,2022,3,3,18:00,경북,경북,영천,청통,신덕,담,담뱃불실화,담뱃불실화,0.2,대한민국 경북 영천 청통,35.99243,128.82626
2022,3,3,15:04,목,2022,3,3,16:55,경기,경기,안성,일죽,월정,,농산폐기물소각,농산폐기물소각,0.13,대한민국 경기 안성 일죽,37.093363,127.477933
2022,3,3,14:45,목,2022,3,3,15:30,경기,경기,고양,덕양,현천,입,기타(직접입력),입산자실화,0.01,대한민국 경기 고양 덕양,37.6568755,126.831451
2022,3,3,13:37,목,2022,3,3,15:40,경기,경기,양주,광적,우고,기,기타(직접입력),미상,0.01,대한민국 경기 양주 광적,37.8238507,126.9826978
2022,3,3,12:39,목,2022,3,3,14:15,경남,경남,창원 의창,,소담,입,기타(직접입력),입산자실화추정,0.45,대한민국 경남 창원 의창 nan,35.3287395,128.5845699
2022,3,1,17:21,화,2022,3,1,18:17,충남,충남,홍성,서부,상황,기,기타(직접입력),미상(입산자실화추정),0.05,대한민국 충남 홍성 서부,36.56301,126.49107
2022,2,28,17:26,월,2022,2,28,18:50,충북,충북,단양,대강,성금,입,기타(직접입력),입산자실화추정,0.02,대한민국 충북 단양 대강,36.8673283,128.3746519
2022,2,28,13:46,월,2022,2,28,15:20,경기,경기,용인 처인,남사,방아,,농산폐기물소각,농산부산물소각,0.03,대한민국 경기 용인 처인 남사,37.1538074,127.1707932
2022,2,27,17:13,일,2022,2,27,20:00,경북,경북,영천,화남,대천,,농산폐기물소각,과수원전지목소각,0.2,대한민국 경북 영천 화남,36.07749,128.89677
2022,2,27,16:35,일,2022,2,27,17:40,충남,충남,아산,음봉,신정,입,기타(직접입력),입산자실화추정,0.05,대한민국 충남 아산 음봉,36.8490367,127.0113998
2022,2,27,14:25,일,2022,2,27,18:10,충남,충남,태안,이원,내,입,기타(직접입력),입산자실화,1.5,대한민국 충남 태안 이원,36.9825959,126.3185457
2022,2,27,14:00,일,2022,2,27,18:00,충남,충남,홍성,결성,성곡,,농산폐기물소각,농산부산물소각,0.14,대한민국 충남 홍성 결성,36.54898,126.54708
2022,2,27,13:56,일,2022,2,27,15:30,충남,충남,당진,석문,장고항,입,기타(직접입력),입산자실화,0.2,대한민국 충남 당진 석문,37.0096458,126.5889323
2022,2,27,13:53,일,2022,2,27,14:55,경기,경기,파주,탄현,갈현,쓰,쓰레기소각,쓰레기소각(생활)추정,0.02,대한민국 경기 파주 탄현,37.8042615,126.7186775
2022,2,26,21:02,토,2022,2,28,14:10,대구,대구,달성,가창,용계,입,기타(직접입력),입산자실화,88.63,대한민국 대구 달성 가창,35.8012472,128.6225196
2022,2,26,16:41,토,2022,2,26,19:00,경북,경북,봉화,봉화,내성,기,기타(직접입력),연탄재투기,0.2,대한민국 경북 봉화 봉화,36.8914813,128.7268956
2022,2,26,15:16,토,2022,2,26,23:10,경북,경북,문경,문경,평천,입,기타(직접입력),입산자실화,18.5,대한민국 경북 문경 문경,36.5858541,128.1870612
2022,2,26,13:45,토,2022,2,26,18:30,전남,전남,완도,완도,화흥,기,성묘객실화,성묘객실화(담뱃불),0.2,대한민국 전남 완도 완도,34.3448887,126.6910588
2022,2,26,11:59,토,2022,2,26,13:00,충북,충북,청주 서원,현도,동계,입,기타(직접입력),입산자실화추정,0.5,대한민국 충북 청주 서원 현도,36.4759123,127.4267254
2022,2,26,7:58,토,2022,2,26,9:20,강원,강원,횡성,서원,창촌,기,기타(직접입력),화목보일러재투기,0.06,대한민국 강원 횡성 서원,37.4902574,127.8529234
2022,2,26,5:43,토,2022,2,26,6:50,인천,인천,강화,송해,양야,기,기타(직접입력),조사중(화목난로재불씨추정),0.06,대한민국 인천 강화 송해,37.7697134,126.4606061
2022,2,25,21:03,금,2022,2,25,23:00,경남,경남,함양,마천,창원,기,기타(직접입력),아궁이재취급부주의,0.11,대한민국 경남 함양 마천,35.386066,127.659212
2022,2,25,20:03,금,2022,2,25,21:00,충북,충북,음성,맹동,통동,입,기타(직접입력),입산자실화추정,0.2,대한민국 충북 음성 맹동,36.9227101,127.5566228
2022,2,25,14:25,금,2022,2,25,23:00,경남,경남,함양,함양,죽림,입,기타(직접입력),입산자실화추정,8.03,대한민국 경남 함양 함양,35.5204145,127.7252966
2022,2,25,14:17,금,2022,2,25,16:31,전남,전남,순천,상사,흘산,,농산폐기물소각,농산폐기물소각,2.0,대한민국 전남 순천 상사,34.93472,127.4271
2022,2,25,14:10,금,2022,2,25,17:05,전남,전남,고흥,두원,학곡,기,기타(직접입력),불씨취급부주의,0.5,대한민국 전남 고흥 두원,34.6586172,127.2632666
2022,2,25,5:16,금,2022,2,25,7:37,경북,경북,김천,구성,금평,기,기타(직접입력),화목보일러재투기,0.91,대한민국 경북 김천 구성,36.031047,128.039395
2022,2,24,17:55,목,2022,2,24,20:15,강원,강원,화천,하남,계성,기,기타(직접입력),화목보일러재투기,1.0,대한민국 강원 화천 하남,38.0587633,127.6673357
2022,2,24,16:10,목,2022,2,24,17:30,경기,경기,광주,초월,선동,담,담뱃불실화,담뱃불실화,0.09,대한민국 경기 광주 초월,37.3733591,127.2999508
2022,2,24,15:05,목,2022,2,24,18:30,경북,경북,상주,모서,득수,기,기타(직접입력),모닥불비화,0.3,대한민국 경북 상주 모서,36.343637,127.96122
2022,2,24,13:58,목,2022,2,24,15:47,강원,강원,홍천,두촌,역내,기,작업장실화,산업현장실화(공사장용접),0.6,대한민국 강원 홍천 두촌,37.867916,128.0170286
2022,2,24,13:43,목,2022,2,24,16:30,충남,충남,공주,우성,옥성,입,기타(직접입력),입산자실화,0.15,대한민국 충남 공주 우성,36.4634819,127.0543365
2022,2,24,11:40,목,2022,2,24,12:15,인천,인천,강화,교동,봉소,기,기타(직접입력),화목난로재부주의,0.14,대한민국 인천 강화 교동,37.7778503,126.2829518
2022,2,23,20:27,수,2022,2,23,22:20,경북,경북,봉화,법전,풍정,기,기타(직접입력),비닐하우스화재비화,0.2,대한민국 경북 봉화 법전,36.9168911,128.8833652
2022,2,23,16:40,수,2022,2,23,17:47,경남,경남,사천,사천,구암,,주택화재비화,주텍화재비화,0.3,대한민국 경남 사천 사천,35.0933974,128.0903825
2022,2,23,13:17,수,2022,2,23,14:30,동부,강원,평창,진부,하진부,기,기타(직접입력),미상,0.16,대한민국 강원 평창 진부,37.6425685,128.5748224
2022,2,23,12:51,수,2022,2,23,15:07,경기,경기,여주,가남,안금,쓰,쓰레기소각,쓰레기소각(생활),3.0,대한민국 경기 여주 가남,37.1974167,127.5354382
2022,2,23,9:21,수,2022,2,23,11:00,경북,경북,영천,북안,유상,기,기타(직접입력),화목보일러재투기,0.1,대한민국 경북 영천 북안,35.9289422,129.011482
2022,2,22,19:48,화,2022,2,22,22:30,경기,경기,광주,남한산성,산성,기,기타(직접입력),미상,0.06,대한민국 경기 광주 남한산성,37.4791368,127.1801588
2022,2,22,18:24,화,2022,2,22,19:24,경기,경기,용인,기흥,마북,기,기타(직접입력),미상,0.03,대한민국 경기 용인 기흥,37.2755132,127.1160129
2022,2,22,18:15,화,2022,2,23,16:00,전북,전북,남원,산내,대정,입,기타(직접입력),입산자실화추정,16.5,대한민국 전북 남원 산내,35.40046,127.61642
2022,2,22,14:37,화,2022,2,24,1:30,경북,경북,의성,의성,중리,기,기타(직접입력),전기목책지합선,9.2,대한민국 경북 의성 의성,36.35336,128.693128
2022,2,22,13:54,화,2022,2,22,15:45,경기,경기,화성,서신,광평,쓰,쓰레기소각,쓰레기소각(생활),0.03,대한민국 경기 화성 서신,37.1694692,126.7050976
2022,2,22,13:20,화,2022,2,22,15:36,경기,경기,여주,가남,삼승,기,기타(직접입력),미상,0.1,대한민국 경기 여주 가남,37.1974167,127.5354382
2022,2,22,10:06,화,2022,2,22,14:50,경북,경북,영주,순흥,배점,,주택화재비화,주택화재비화,0.23,대한민국 경북 영주 순흥,36.91468,128.576039
2022,2,21,15:39,월,2022,2,21,16:04,충남,충남,부여,남,회동,입,기타(직접입력),입산자실화,0.01,대한민국 충남 부여 남,36.21074,126.79738
2022,2,21,15:36,월,2022,2,21,17:40,강원,강원,원주,판부,서곡,,기타(직접입력),건축물화재비화,0.1,대한민국 강원 원주 판부,37.2855367,127.974769
2022,2,21,12:36,월,2022,2,21,15:04,전남,전남,함평,나산,구산,담,담뱃불실화,담뱃불실화,0.3,대한민국 전남 함평 나산,35.1116785,126.6194909
2022,2,21,10:50,월,2022,2,21,12:30,울산,울산,울주,온양,고산,,농산폐기물소각,농업부산물소각(과수원),0.3,대한민국 울산 울주 온양,35.41114,129.25796
2022,2,21,10:35,월,2022,2,21,13:50,서부,전북,완주,소양,대흥,입,기타(직접입력),입산자실화,0.3,대한민국 전북 완주 소양,35.8573583,127.2487609
2022,2,20,13:52,일,2022,2,20,15:20,충북,충북,괴산,괴산,대사,입,기타(직접입력),입산자실화추정,0.1,대한민국 충북 괴산 괴산,36.815,127.7866
2022,2,20,12:59,일,2022,2,20,15:00,경기,경기,고양,일산동,중산,입,기타(직접입력),입산자실화,0.01,대한민국 경기 고양 일산동,37.6816091,126.7726954
2022,2,20,7:06,일,2022,2,20,8:07,경남,경남,거제,하청,연구,입,기타(직접입력),입산자실화,0.07,대한민국 경남 거제 하청,34.9538667,128.6552769
2022,2,19,23:35,토,2022,2,20,3:00,충남,충남,당진,석문,난지도,입,기타(직접입력),입산자(야영객)실화추정,0.3,대한민국 충남 당진 석문,37.0096458,126.5889323
2022,2,19,18:19,토,2022,2,19,19:25,충남,충남,태안,소원,파도,,주택화재비화,주택화재,0.03,대한민국 충남 태안 소원,36.76364,126.193092
2022,2,19,12:17,토,2022,2,19,14:15,경기,경기,양평,양평,오빈,,논밭두렁소각,논밭두렁소각,0.1,대한민국 경기 양평 양평,37.4928474,127.4918972
2022,2,19,7:58,토,2022,2,19,9:20,경기,경기,고양,덕양,원당,입,기타(직접입력),입산자실화,0.01,대한민국 경기 고양 덕양,37.6568755,126.831451
2022,2,18,16:40,금,2022,2,18,17:40,충남,충남,부여,세도,동사,입,기타(직접입력),입산자실화,0.05,대한민국 충남 부여 세도,36.166885,126.9436117
2022,2,16,15:33,수,2022,2,16,23:00,부산,부산,기장,철마,웅천,,주택화재비화,주택내가연물,0.2,대한민국 부산 기장 철마,35.274794,129.150785
2022,2,16,15:12,수,2022,2,16,16:30,경기,경기,광주,곤지암,곤지암,기,기타(직접입력),미상,0.06,대한민국 경기 광주 곤지암,37.3505063,127.346279
2022,2,16,13:27,수,2022,2,16,16:05,경기,경기,성남,중원,여수,담,담뱃불실화,담뱃불실화,0.15,대한민국 경기 성남 중원,37.4304122,127.1372922
2022,2,15,17:33,화,2022,2,15,19:00,전북,전북,남원,산내,백일,입,기타(직접입력),입산자실화추정,0.03,대한민국 전북 남원 산내,35.40046,127.61642
2022,2,15,13:04,화,2022,2,15,22:30,경북,경북,성주,선남,관화,,주택화재비화,공장화재비화,8.53,대한민국 경북 성주 선남,35.89751,128.34962
2022,2,14,21:57,월,2022,2,15,0:15,경북,경북,군위,군위,광현,,농산폐기물소각,농산폐기물소각,0.1,대한민국 경북 군위 군위,35.8113216,128.5955561
2022,2,14,16:07,월,2022,2,14,18:00,경남,경남,산청,시천,원,쓰,쓰레기소각,쓰레기소각(생활),0.5,대한민국 경남 산청 시천,35.26785,127.80039
2022,2,14,13:03,월,2022,2,14,15:24,충남,충남,금산,제원,명곡,기,기타(직접입력),미상,0.3,대한민국 충남 금산 제원,36.1278105,127.5556266
2022,2,13,14:43,일,2022,2,13,16:00,전북,전북,남원,대강,옥택,입,기타(직접입력),입산자실화추정,0.5,대한민국 전북 남원 대강,35.341931,127.215258
2022,2,13,13:18,일,2022,2,13,13:28,경기,경기,용인 처인,이동,덕성,,주택화재비화,주택화재비화,0.03,대한민국 경기 용인 처인 이동,37.1390766,127.1997811
2022,2,13,13:18,일,2022,2,13,14:10,경기,경기,양평,양서,국수,기,기타(직접입력),아궁이재비산,0.03,대한민국 경기 양평 양서,37.5475976,127.3278786
2022,2,13,12:02,일,2022,2,13,15:00,부산,부산,기장,철마,연구,기,기타(직접입력),조사중,0.02,대한민국 부산 기장 철마,35.274794,129.150785
2022,2,13,11:10,일,2022,2,13,11:55,전북,전북,순창,순창,가남,입,기타(직접입력),입산자실화추정,0.01,대한민국 전북 순창 순창,35.3741,127.1374
2022,2,13,9:25,일,2022,2,13,11:00,강원,강원,화천,사내,삼일,쓰,쓰레기소각,쓰레기소각(생활),0.05,대한민국 강원 화천 사내,38.064475,127.519577
2022,2,12,17:09,토,2022,2,12,19:01,전남,전남,순천,승주,도정,기,기타(직접입력),불씨취급부주의,0.2,대한민국 전남 순천 승주,35.0200339,127.3659726
2022,2,12,16:40,토,2022,2,12,19:01,전남,전남,순천,승주,구강,입,기타(직접입력),입산자실화,0.4,대한민국 전남 순천 승주,35.0200339,127.3659726
2022,2,12,15:18,토,2022,2,12,17:10,강원,강원,평창,대관령,유천,기,기타(직접입력),미상,0.1,대한민국 강원 평창 대관령,37.6895278,128.7532957
2022,2,12,14:20,토,2022,2,12,16:00,전남,전남,고흥,포두,장수,,논밭두렁소각,밭두렁소각,0.1,대한민국 전남 고흥 포두,34.568802,127.340706
2022,2,12,13:52,토,2022,2,12,15:40,충북,충북,영동,상촌,유곡,기,기타(직접입력),성묘객실화,1.47,대한민국 충북 영동 상촌,36.1076581,127.8949765
2022,2,11,17:10,금,2022,2,11,19:02,충남,충남,공주,우성,안양,입,기타(직접입력),입산자실화,0.12,대한민국 충남 공주 우성,36.4634819,127.0543365
2022,2,11,16:53,금,2022,2,11,17:40,강원,강원,양양,양양,감곡,기,기타(직접입력),불씨취급부주의,0.1,대한민국 강원 양양 양양,38.084794,128.6291232
2022,2,11,14:58,금,2022,2,11,16:30,경남,경남,밀양,초동,검암,쓰,쓰레기소각,쓰레기소각,0.06,대한민국 경남 밀양 초동,35.4211361,128.6726667
2022,2,11,14:05,금,2022,2,11,14:55,충남,충남,청양,남양,용마,입,기타(직접입력),입산자실화,0.06,대한민국 충남 청양 남양,36.400777,126.776892
2022,2,11,13:31,금,2022,2,11,14:38,부산,부산,기장,철마,송정,기,기타(직접입력),미상,0.04,대한민국 부산 기장 철마,35.274794,129.150785
2022,2,10,15:47,목,2022,2,10,17:08,경기,경기,남양주,와부,월운,기,기타(직접입력),미상,0.04,대한민국 경기 남양주 와부,37.5862797,127.2188793
2022,2,10,12:47,목,2022,2,10,13:40,경기,경기,양평,개군,하자포,쓰,쓰레기소각,쓰레기소각,0.01,대한민국 경기 양평 개군,37.4276556,127.5345472
2022,2,9,11:17,수,2022,2,9,12:50,강원,강원,춘천,신북,용산,기,기타(직접입력),성묘객실화(향불),0.05,대한민국 강원 춘천 신북,37.9584128,127.7768359
2022,2,8,13:49,화,2022,2,8,18:00,경기,경기,남양주,조안,조안,기,기타(직접입력),미상,0.5,대한민국 경기 남양주 조안,37.5463552,127.300391
2022,2,7,12:59,월,2022,2,7,17:00,경북,경북,안동,풍산,회곡,,논밭두렁소각,밭두렁소각,1.15,대한민국 경북 안동 풍산,36.5766159,128.5741354
2022,2,7,2:10,월,2022,2,7,8:00,전남,전남,고흥,고흥,등암,담,담뱃불실화,담뱃불추정,0.39,대한민국 전남 고흥 고흥,34.6044123,127.276384
2022,2,6,19:58,일,2022,2,6,20:50,경기,경기,광주,남한산성,하변천,기,기타(직접입력),미상,0.15,대한민국 경기 광주 남한산성,37.4791368,127.1801588
2022,2,6,13:13,일,2022,2,6,15:30,경남,경남,통영,산양,미남,,기타(직접입력),건축물실화,1.03,대한민국 경남 통영 산양,34.78237,128.38818
2022,2,5,16:55,토,2022,2,5,21:00,경북,경북,경주,양남,서동,기,작업장실화,산림사업장실화,0.69,대한민국 경북 경주 양남,35.6751587,129.46117
2022,2,4,18:32,금,2022,2,4,19:34,세종,세종,금남,,신촌,담,담뱃불실화,담뱃불추정,0.03,대한민국 세종 금남 nan,36.4607279,127.3028691
2022,2,4,14:03,금,2022,2,4,16:00,강원,강원,정선,화암,화암,기,기타(직접입력),화목보일러재투기,0.1,대한민국 강원 정선 화암,37.341764,128.7950441
2022,2,4,13:57,금,2022,2,4,15:50,경기,경기,화성,송산,천동,,농산폐기물소각,농업부산물소각,0.9,대한민국 경기 화성 송산,37.2873894,126.7392634
2022,2,3,15:46,목,2022,2,3,16:50,경북,경북,문경,영순,율곡,,농산폐기물소각,농업부산물소각,0.2,대한민국 경북 문경 영순,36.5785548,128.2447145
2022,2,1,5:48,화,2022,2,1,14:05,울산,울산,울주,서생,대송,입,기타(직접입력),입산자실화,2.5,대한민국 울산 울주 서생,35.345588,129.2928624
2022,1,31,14:10,월,2022,1,31,17:40,강원,강원,춘천,남,한덕,,논밭두렁소각,밭잡초소각,0.2,대한민국 강원 춘천 남,37.73591,127.59517
2022,1,31,13:57,월,2022,1,31,14:30,충남,충남,서천,판교,금덕,쓰,기타(직접입력),잡풀소각,0.01,대한민국 충남 서천 판교,36.1554157,126.6794253
2022,1,31,12:49,월,2022,1,31,15:30,경남,경남,사천,곤명,초량,기,기타(직접입력),성묘객실화,0.01,대한민국 경남 사천 곤명,35.1190754,127.95229
2022,1,31,11:10,월,2022,1,31,12:05,경기,경기,양평,지평,자산,기,기타(직접입력),화목보일러재투기,0.01,대한민국 경기 양평 지평,37.47681,127.6290656
2022,1,31,3:38,월,2022,1,31,7:00,전남,전남,담양,고서,주산,기,기타(직접입력),묘지쓰레기소각,0.02,대한민국 전남 담양 고서,35.2227528,126.9783976
2022,1,30,13:59,일,2022,1,30,14:40,충남,충남,청양,청남,상장,입,기타(직접입력),입산자실화추정,0.01,대한민국 충남 청양 청남,36.3547334,126.9517697
2022,1,30,13:21,일,2022,1,30,15:21,경기,경기,파주,법원,대능,기,기타(직접입력),미상,0.07,대한민국 경기 파주 법원,37.8325575,126.8805239
2022,1,30,6:21,일,2022,1,30,11:00,강원,강원,춘천,남,가정,기,기타(직접입력),미상,0.1,대한민국 강원 춘천 남,37.73591,127.59517
2022,1,29,15:45,토,2022,1,29,19:27,전북,전북,완주,소양,죽절,입,기타(직접입력),입산자실화추정,0.5,대한민국 전북 완주 소양,35.8573583,127.2487609
2022,1,28,19:14,금,2022,1,28,20:27,경북,경북,영덕,영덕,우곡,입,기타(직접입력),입산자실화,0.4,대한민국 경북 영덕 영덕,36.4102544,129.3783288
2022,1,28,13:55,금,2022,1,28,17:22,경남,경남,함양,휴천,호산,,주택화재비화,축사화재,0.31,대한민국 경남 함양 휴천,35.45121,127.73836
2022,1,28,13:50,금,2022,1,28,18:30,전남,전남,광양,진월,신구,담,담뱃불실화,담뱃불실화,4.4,대한민국 전남 광양 진월,35.0009,127.75334
2022,1,28,5:24,금,2022,1,28,11:00,경북,경북,경주,외동,개곡,기,기타(직접입력),전신주전선로아크발생,0.94,대한민국 경북 경주 외동,35.7169413,129.3259176
2022,1,27,14:50,목,2022,1,27,16:40,울산,울산,울주,온양,동상,기,작업장실화,산업현장실화,0.3,대한민국 울산 울주 온양,35.41114,129.25796
2022,1,27,11:10,목,2022,1,27,13:15,전북,전북,임실,임실,현곡,쓰,쓰레기소각,쓰레기소각,0.3,대한민국 전북 임실 임실,35.6329664,127.2898846
2022,1,26,18:04,수,2022,1,26,19:20,울산,울산,울주,웅촌,고연,입,기타(직접입력),입산자실화,0.03,대한민국 울산 울주 웅촌,35.4642227,129.2086445
2022,1,25,20:41,화,2022,1,25,22:35,경북,경북,성주,용암,상신,쓰,쓰레기소각,쓰레기소각추정,0.1,대한민국 경북 성주 용암,35.84581,128.3182
2022,1,23,14:33,일,2022,1,23,15:37,경남,경남,창녕,창녕,옥천,쓰,쓰레기소각,쓰레기소각,0.03,대한민국 경남 창녕 창녕,35.5443876,128.4921938
2022,1,23,14:05,일,2022,1,23,14:42,경기,경기,용인,기흥,중,기,기타(직접입력),미상,0.01,대한민국 경기 용인 기흥,37.2755132,127.1160129
2022,1,23,13:42,일,2022,1,23,15:20,경기,경기,광주,초월,신월,기,작업장실화,산업현장실화,0.05,대한민국 경기 광주 초월,37.3733591,127.2999508
2022,1,19,8:52,수,2022,1,19,10:11,경남,경남,함안,여항,내곡,쓰,쓰레기소각,쓰레기소각,0.19,대한민국 경남 함안 여항,35.19485,128.44247
2022,1,17,11:17,월,2022,1,17,11:52,경기,경기,고양,덕양,신원,기,기타(직접입력),조사중,0.02,대한민국 경기 고양 덕양,37.6569395,126.8311972
2022,1,17,10:01,월,2022,1,17,10:50,경북,경북,구미,장천,상장,기,기타(직접입력),화목보일러재처리부주의,0.01,대한민국 경북 구미 장천,36.14122,128.51315
2022,1,16,13:26,일,2022,1,16,14:30,경기,경기,광주,초월,지월,기,기타(직접입력),히우스화재비화,0.1,대한민국 경기 광주 초월,37.3733591,127.2999508
2022,1,15,9:27,토,2022,1,15,10:00,경기,경기,남양주,진접,장현,기,기타(직접입력),미상,0.01,대한민국 경기 남양주 진접,37.7200538,127.2032505
2022,1,14,11:52,금,2022,1,14,14:05,경북,경북,구미,장천,여남,,논밭두렁소각,밭두렁소각,0.2,대한민국 경북 구미 장천,36.14122,128.51315
2022,1,12,14:28,수,2022,1,12,15:30,경기,경기,남양주,와부,덕소,기,기타(직접입력),조사중(담뱃불추정),0.05,대한민국 경기 남양주 와부,37.5862797,127.2188793
2022,1,12,14:05,수,2022,1,12,15:40,강원,강원,평창,진부,상진부,,주택화재비화,주택화재,0.15,대한민국 강원 평창 진부,37.6425685,128.5748224
2022,1,12,13:48,수,2022,1,12,14:49,경북,경북,김천,감천,용호,입,기타(직접입력),입산자실화,0.1,대한민국 경북 김천 감천,36.1991761,128.2439129
2022,1,10,22:26,월,2022,1,11,17:45,경남,경남,창녕,성산,대산,입,기타(직접입력),입산자실화추정,5.5,대한민국 경남 창녕 성산,35.52618,128.37123
2022,1,10,21:01,월,2022,1,11,17:30,경북,경북,영주,평은,오운,입,기타(직접입력),입산자실화,14.1,대한민국 경북 영주 평은,36.761343,128.688969
